HUGO symbols,msi.h.1,msi.h.2,msi.h.3,msi.h.4,msi.h.5,msi.h.6,msi.h.7,msi.h.8,msi.h.9,msi.h.10,msi.h.11,msi.h.12,msi.h.13,msi.h.14,msi.h.15,msi.h.16,msi.h.17,msi.h.18,msi.h.19,msi.h.20,msi.h.21,msi.h.22,msi.h.23,msi.h.24,msi.h.25,msi.h.26,msi.h.27,msi.h.28,msi.h.29,msi.h.30,msi.h.31,msi.h.32,msi.h.33,msi.h.34,msi.h.35,msi.h.36,msi.h.37,msi.h.38,msi.h.39,msi.h.40,msi.h.41,msi.h.42,msi.h.43,msi.h.44,msi.h.45,msi.h.46,msi.h.47,msi.h.48,msi.h.49,msi.h.50,msi.h.51,msi.h.52,msi.h.53,msi.h.54,msi.h.55,msi.h.56,msi.h.57,msi.h.58,msi.h.59,msi.h.60,msi.h.61,msi.h.62,msi.h.63,msi.h.64,msi.h.65,msi.h.66,msi.h.67,msi.h.68,msi.h.69,msi.h.70,msi.h.71,msi.h.72,msi.h.73,msi.h.74,msi.h.75,msi.h.76,msi.h.77,msi.h.78,msi.h.79,msi.h.80,msi.h.81,msi.h.82,msi.l.1,msi.l.2,msi.l.3,msi.l.4,msi.l.5,msi.l.6,msi.l.7,msi.l.8,msi.l.9,msi.l.10,msi.l.11,msi.l.12,msi.l.13,msi.l.14,msi.l.15,msi.l.16,msi.l.17,msi.l.18,msi.l.19,msi.l.20,msi.l.21,msi.l.22,msi.l.23,msi.l.24,msi.l.25,msi.l.26,msi.l.27,msi.l.28,msi.l.29,msi.l.30,msi.l.31,msi.l.32,msi.l.33,msi.l.34,msi.l.35,msi.l.36,msi.l.37,msi.l.38,msi.l.39,msi.l.40,msi.l.41,msi.l.42,msi.l.43,msi.l.44,msi.l.45,msi.l.46,msi.l.47,msi.l.48,msi.l.49,msi.l.50,msi.l.51,msi.l.52,msi.l.53,msi.l.54,msi.l.55,msi.l.56,msi.l.57,msi.l.58,msi.l.59,msi.l.60,msi.l.61,msi.l.62,msi.l.63,msi.l.64,msi.l.65,msi.l.66,msi.l.67,msi.l.68,msi.l.69,msi.l.70,msi.l.71,msi.l.72,msi.l.73,msi.l.74,msi.l.75,msi.l.76,msi.l.77,msi.l.78,msi.l.79,msi.l.80,msi.l.81,msi.l.82
PAMR1,40.6866,92.9936,85.0059,108.7275,38.1406,64.7011,22.9856,156.4274,23.2328,181.253,49.3532,48.2673,75.188,58.6081,81.3187,95.4598,114.2857,128.6174,64.4979,73.7388,144.1419,134.8684,61.4304,77.6915,158.371,44.711,78.8497,167.5498,21.2804,32.3102,71.887,125.4325,45.6961,46.7836,40.6838,20.0445,98.861,26.1941,40.8688,98.7261,48.8851,44.6058,46.0829,36.8379,176.8367,53.6062,48.4785,64.7207,135.323,34.9882,89.9776,16.7387,48.5232,56.5434,74.8843,78.0633,16.8796,92.5701,110.8344,79.8193,21.9081,216.6065,70.1833,42.8894,21.8028,71.3029,44.5635,162.2658,113.1615,23.7759,88.7291,126.5726,28.6542,378.0011,8.7336,61.7214,28.4291,11.4845,41.5623,87.4793,34.5946,19.5406,105.178,159.5126,172.2488,30.5655,239.1867,280.595,150.2715,12.5604,138.9578,146.6083,81.5392,103.7528,65.3872,133.5646,120.1629,59.8228,82.4427,142.8563,108.3591,110.4651,78.4548,55.7365,133.9188,15.1707,84.6702,69.6594,57.5621,89.6164,84.047,112.3853,225,130.6533,63.1188,163.9493,84.8485,52.5282,50.3979,9.7442,52.5424,29.3169,41.9101,71.4942,201.273,355.3421,14.8431,73.8702,323.1715,42.8922,76.7314,111.5992,20.8163,61.3694,110.802,95.0658,58.2011,52.6316,120.7709,105.751,52.7897,48.0296,142.6599,22.8471,40.853,99.3008,44.3563,51.769,36.6898,31.8167,39.5257,109.9656,115.5885,42.2792,43.9866,42.674,30.5844,23.7154,111.0214,94.468,84.4424,86.67,22.9133,33.3137
PAX5,4.5937,1.2739,2.3613,12.1892,1.1919,14.742,6.5673,1.0092,0,0.4782,5.8637,1.2376,5.0125,23.199,2.1978,6.9849,0.5495,3.2154,2.2631,99.9913,56.4033,7.6754,10.5915,4.4395,65.6109,8.7241,2.7829,1.0093,0,0,2.5674,2.5952,73.3262,35.0877,1.1301,16.7038,6.3781,0,5.8384,4.2463,16.295,21.7842,6.6564,0.4723,5.3791,4.386,1.5808,26.6754,2.453,0.9456,0,1.0799,32.4895,0.7112,23.9798,5.7246,48.3577,1.4694,0,0,4.2403,11.7329,3.5991,2.2573,6.4417,1.4073,1.1282,110.3066,96.9956,0,2.6355,3.8124,4.1933,2.7917,0.8734,2.8313,24.195,1.7014,2.5038,7.4627,82.1622,189.9212,6.4725,1.3911,4.7847,0,174.122,0.6235,6.6235,61.8357,0,1.0941,1.3743,1.1038,0,2.6019,10.1833,7.038,0,4.0584,2.4768,3.3223,217.93,32.8311,4.3908,10.1138,2.6738,1.548,33.86,16.1957,5.6788,8.0275,0,0,1.2376,0.9058,0,28.015,0,0,1.6949,40.175,0.806,6.5366,16.3337,103.2413,4.665,23.7947,512.8591,2.0425,3.986,1.4247,0,30.3059,4.6361,1.3158,8.658,1.9861,2.1413,13.9035,0.8584,0,8.7437,0.8787,0.4489,1.1822,4.6691,0,9.7839,10.8177,1.581,0.6546,7.4231,22.8405,0.5568,1.3766,0,13.1752,53.694,39.5328,3.6714,2.7958,1.6367,0
PBX4,28.8744,52.2293,68.477,173.5739,60.7867,18.018,51.6003,30.7809,31.6362,20.0861,51.3078,7.4257,90.2256,39.072,47.2527,37.2526,24.1758,41.8006,55.4455,31.2714,115.9402,93.2018,112.2694,62.1532,64.4796,18.5387,15.7699,37.3454,14.8963,11.3086,8.9859,85.6401,64.8247,40.9357,50.8548,81.2918,88.8383,152.5424,87.5759,75.3715,48.0274,27.4896,58.3717,97.7622,17.482,23.3918,63.7597,56.8492,57.6451,26.4775,57.0015,46.4363,69.6203,13.8691,14.7244,10.4084,23.7226,20.5711,68.4932,13.5542,12.7208,8.1227,35.5416,22.009,38.1549,37.5279,63.1787,94.1227,23.0942,34.6565,25.4767,55.6615,17.4721,16.1921,76.8559,27.1801,94.3603,87.1969,54.0811,33.1675,79.8034,54.1652,156.9579,129.8358,29.9043,71.8288,55.0832,53.0013,30.2199,47.343,101.737,33.9168,54.9702,17.66,70.7249,52.9055,118.1263,38.7089,48.855,43.8309,45.2012,65.6146,73.4736,38.1757,45.0055,29.0771,26.738,159.4427,95.9368,83.1381,22.7154,48.1651,225,167.0854,48.2673,207.4275,48.4848,35.0188,94.1645,62.1194,184.7458,81.4359,49.1638,71.4942,62.7002,61.2245,60.2205,68.543,93.3384,55.5556,87.6931,47.0141,110.6122,27.6541,26.4256,65.7895,16.835,39.7219,15.8458,21.4873,33.4764,18.4729,52.462,35.1494,13.468,27.7806,91.5139,70.5353,69.3029,76.9965,40.3162,22.255,53.5525,58.3161,26.7261,10.6685,54.615,32.2793,47.6383,44.6669,82.6067,55.9161,37.6432,35.6692
PEAR1,244.776,243.3121,47.2255,76.0605,146.6031,90.0901,143.0736,81.2413,54.3747,232.9029,120.6955,103.9604,190.4762,119.6581,126.3736,158.3236,99.4505,299.0354,217.256,338.9667,311.7852,62.5,91.0865,283.0189,144.7964,71.9738,167.9035,257.3808,134.0668,69.4669,53.9153,105.5363,93.5175,146.1988,101.7096,112.4722,121.1845,184.8998,64.2223,45.6476,72.8988,62.2407,169.4828,154.436,132.4595,117.9337,217.0992,151.3064,248.5691,47.2813,81.4981,41.0367,80.1688,115.5761,88.3467,81.1858,46.5328,47.3871,233.4994,54.2169,94.6996,146.2094,89.9786,61.5124,327.5374,155.7406,219.9972,119.6763,94.1088,118.8797,97.9534,258.4827,76.1784,242.8811,63.7555,90.034,245.5788,73.1604,119.1788,121.476,169.828,188.5499,72.8155,73.7282,111.244,29.5466,257.3013,320.5018,123.7774,83.5749,199.7519,63.4573,72.3775,44.1501,68.056,47.7016,99.7963,76.2448,41.9847,46.266,78.0186,73.0897,109.5877,54.973,81.2294,31.6056,56.1497,199.6904,36.1174,77.7395,67.0104,90.5963,325,111.809,138.6139,239.1304,9.0909,47.859,19.8939,63.3374,81.3559,52.119,31.4326,55.9698,130.1425,469.3878,26.7176,71.029,295.5714,182.1895,93.6721,52.7128,19.1837,230.3248,82.0584,68.0921,43.771,63.5551,60.8137,148.3042,60.0858,11.6995,68.1086,31.1951,73.6251,62.654,170.4214,12.2951,112.1076,45.8161,37.5494,64.8012,76.8823,46.1669,40.6459,102.8994,11.4691,44.7958,152.604,149.4032,61.0372,189.7154,28.2324,42.0628
PGF,234.9324,161.7834,139.3152,1346.6602,102.503,39.312,62.3895,233.6319,86.9995,560.0191,183.2421,89.1089,77.6942,130.6471,86.8132,181.6065,179.1209,80.3859,116.5488,63.701,181.7441,350.8772,115.4468,78.8013,314.4796,81.7884,185.5288,190.7646,19.1524,218.0937,729.1399,218.8581,154.0914,125.731,233.932,154.7884,220.5011,129.4299,144.5002,64.7558,98.6278,82.4689,136.2007,172.8549,299.8828,72.1248,146.4893,97.5183,112.4285,283.6879,164.8805,2030.2376,130.8017,179.5875,114.0093,74.4203,152.3723,85.958,304.4832,295.1807,239.576,235.5596,62.985,244.3567,135.2764,216.2543,126.9214,209.1141,240.1796,100.7455,290.7855,469.6912,99.9404,266.3317,55.8952,88.3352,372.6022,52.7435,148.7231,207.7114,742.9975,33.2533,69.5793,143.7468,206.9378,61.1309,594.4547,1020.1187,2480.9289,54.5894,100.4963,143.326,185.5245,272.6269,141.4498,699.046,138.4929,72.7258,207.6336,501.6203,185.7585,122.093,129.5127,83.9865,195.3897,40.4551,147.0588,249.226,83.5214,107.9715,517.9111,166.2844,475,349.2462,420.7921,376.8116,127.2727,84.0451,79.5756,36.5408,59.322,95.5514,319.9678,196.507,143.3148,405.7623,34.3511,56.4681,830.5106,398.6928,224.2152,1019.1143,65.7143,67.4306,374.1307,314.4737,84.1751,164.8461,238.9722,149.1468,385.4077,94.8276,148.1822,108.5237,105.9484,370.6046,152.212,178.2795,58.7036,68.406,396.4427,292.5871,160.6575,67.5495,155.902,114.9445,372.4741,34.2556,322.9713,196.6371,117.0262,91.0634,59.7381,797.5099
PLA2G7,292.0249,371.9745,380.1653,551.4383,438.6174,81.9001,102.7315,66.1032,918.9323,228.5988,151.9688,174.505,139.0977,142.8571,213.1868,485.4482,226.9231,102.8939,633.6634,261.7533,125.3408,188.5965,203.3559,184.2397,158.371,178.8441,157.6994,262.4275,357.5115,644.588,376.1232,563.1488,180.6589,500,231.6718,518.931,290.205,93.9908,156.177,174.0977,471.6981,247.9253,39.4265,147.3517,687.1755,116.4717,265.0507,219.0882,90.3516,17.4941,177.5998,206.8035,292.827,274.5377,209.9285,370.5405,444.7993,52.5299,23.6613,24.0964,33.2155,346.1191,187.1556,180.0226,173.9268,87.2523,381.8925,779.8126,162.814,41.1042,442.767,694.6245,60.8029,183.1379,92.5764,70.7814,39.9217,85.0702,86.1292,339.1376,217.3956,75.0771,21.0356,248.5428,230.8612,21.9052,180.037,410.2922,391.6167,187.4396,141.4392,228.6652,203.8479,201.9868,61.3839,198.6123,36.6599,103.2237,116.0305,288.1476,217.3375,84.7176,190.5331,128.2702,167.9473,127.6865,599.8217,229.1022,71.1061,112.2904,46.5666,394.4954,0,108.0402,128.7129,133.1522,224.2424,51.3609,9.2838,25.5786,44.0678,29.3169,89.462,390.1542,224.9831,402.7611,110.687,53.9821,177.644,22.8758,139.0135,154.8142,42.8571,48.1106,289.7543,199.6711,40.885,41.708,237.6874,387.6132,61.8026,78.202,248.0442,20.6503,55.2189,245.2965,48.0915,161.7781,33.8361,86.5415,86.5613,214.0403,121.9512,299.8421,238.8641,122.8598,37.6843,55.336,65.8054,236.1699,89.9495,177.7334,41.3257,41.7263
PLXNA2,651.6421,378.3439,778.0401,450.5119,150.1788,1110.5651,845.776,1035.4485,379.6342,1353.8977,704.1385,358.9109,652.8822,811.9658,638.4615,1267.7532,657.1429,1045.0161,629.1372,1719.5417,1162.5356,808.114,696.9176,982.242,970.5882,358.7786,665.1206,497.6028,231.9568,234.2488,351.733,671.2803,943.6769,868.4211,778.6433,183.7416,770.3872,371.3405,458.3139,528.6624,523.1561,820.0207,1636.9688,1347.4183,475.3748,1223.6842,96.43,849.2402,1057.6451,542.3168,823.9312,816.9546,706.3291,727.596,983.5928,180.066,393.2482,1958.6667,821.9178,1126.506,865.7244,1106.4982,2773.5913,654.0632,899.8608,694.7344,1093.2168,809.6252,884.5074,587.1449,1547.9274,1361.4182,1562.0059,1093.8023,881.2227,1275.1982,1598.0765,1017.014,1061.0916,315.9204,1311.0565,1416.8666,3577.6699,1014.1104,547.8469,640.8558,2584.4732,1328.7731,845.329,816.4251,1434.2432,1183.8074,445.7169,955.8499,1501.236,389.4189,2193.4827,1402.9038,854.9618,711.8463,965.9443,1068.9369,926.514,1320.8779,1481.888,682.6802,735.2941,597.5232,705.4176,673.7424,892.7152,741.9725,1600,1175.8794,1076.7327,1351.4493,975.7576,1206.9816,2094.1645,1690.6212,1271.1864,1477.7897,1073.5442,904.5041,1354.6409,829.5318,835.8779,2808.8431,1137.6239,710.3758,628.7992,1345.8388,771.0204,948.9535,1185.4427,756.5789,1044.733,885.7994,1237.6874,1044.4491,1230.0429,417.4877,902.439,869.5079,1360.2694,729.3877,696.1597,559.4288,1443.5385,907.7315,1110.6719,1822.9422,1525.9809,1085.6518,1260.0223,1972.9846,791.917,5551.3834,1378.6839,1749.1978,958.6966,1402.696,1562.6023,1814.4191
PTGDR,94.498,11.465,16.5289,5.8508,109.6544,35.217,201.2412,7.0645,719.7232,18.6514,269.2438,25.9901,22.5564,13.431,129.6703,29.1036,3.8462,22.508,21.4993,37.4485,25.0682,20.8333,688.4445,205.3274,44.1176,33.8059,449.9072,10.0934,29.7926,53.3118,30.8087,23.3564,110.5207,20.4678,10.171,24.4989,19.1344,18.49,23.3536,3.1847,1.7153,11.9295,3.0722,14.1684,537.2341,46.2963,14.2274,11.8071,8.1766,12.766,37.687,10.7991,50.211,119.1323,169.1207,22.8986,2.7372,563.5024,11.208,12.0482,3.5336,333.0325,6.2985,19.7517,139.2406,20.1712,99.8449,63.8842,13.2792,10.0746,10.9813,43.8429,3.4944,34.0592,62.0087,11.325,36.2924,6.3803,11.0165,21.5589,183.1941,170.0377,6.4725,7.8829,132.7751,0.5094,20.7024,268.7476,114.67,5.314,7.4442,13.1291,93.4494,30.9051,10.6755,79.7918,2.0367,48.0929,4.5802,810.06,13.6223,27.4086,21.1703,5.3446,47.2009,16.4349,854.7237,273.9938,4.5147,11.8769,2.2715,12.6147,25,17.5879,13.6139,7.2464,78.7879,4.6692,3.9788,10.9622,8.4746,64.0629,10.4775,15.933,26.8715,34.2137,8.4818,55.0475,24.0873,2.8595,149.9751,35.1419,6.5306,25.3812,4.6361,28.9474,2.886,4.9652,66.3812,24.4365,3.0043,3.6946,8.2835,1.7575,1.3468,14.1858,14.0072,1.9413,276.3962,1.909,1.9763,14.4003,15.3765,6.3176,3.8976,4.4739,0.5461,22.3979,12.5151,55.4486,8.2607,160.5592,687.3977,1.6825
PTPRB,845.1398,485.2739,310.5077,641.6236,523.242,488.9271,291.7763,476.3467,624.2907,818.2592,898.6195,266.0891,508.6591,478.4615,349.4505,436.461,696.1429,273.3119,393.6181,909.1836,493.4509,338.7171,473.438,747.8135,631.1086,392.2246,730.0557,634.489,863.5392,337.5121,511.6816,281.1419,806.3124,421.0526,832.8884,448.6637,425.0569,787.3652,176.6114,1014.5541,508.422,641.0788,378.3922,455.2791,751.7242,588.2066,192.2961,934.5053,746.5127,713.948,276.5281,309.8974,454.0084,716.9203,1010.0968,992.4448,409.6715,901.8242,394.7696,462.3494,459.364,1291.0605,418.8505,458.8036,499.4822,521.6325,798.759,545.5366,453.2234,425.948,304.8416,843.6828,1233.5024,1133.445,632.3144,736.1268,834.1209,633.3475,433.1497,543.5323,1528.4521,968.1042,825.2427,1019.1832,777.3086,956.6938,1106.451,1219.0231,856.5062,1283.0773,596.3896,882.8884,612.0018,577.2627,672.5537,770.6678,511.2016,1233.5817,824.3588,466.6287,781.418,771.8605,877.7848,1462.1278,641.9978,1088.8748,477.6203,626.935,583.4199,789.8658,874.5429,622.5115,150,602.5754,1039.4926,1766.0507,700,928.7572,653.634,1066.8819,650.8475,709.035,700.8503,647.1249,1045.8818,1090.024,1267.5997,1651.4179,731.035,222.6307,496.2631,746.4656,648.151,569.7396,1171.9981,562.4868,1798.9418,342.2443,665.5203,1501.1502,960.515,1022.1552,842.6139,958.6995,1251.1785,449.797,509.3965,390.2089,559.3151,500.4773,592.087,1336.5865,745.4931,742.5586,1443.2071,854.8567,446.7504,599.473,555.5107,1022.7083,1001.3676,668.5971,610.0655,1051.5622
RASSF4,1415.5006,561.1975,638.4298,1011.7796,682.9559,118.7551,214.1038,426.3908,1588.2353,927.3075,228.1975,182.797,616.5414,338.0342,554.9451,663.865,262.6374,494.6624,848.6563,310.3051,717.5759,339.9123,1024.13,531.4206,478.8462,375.2672,264.2857,441.08,178.628,768.9822,512.1951,748.1661,284.8034,543.8596,326.6007,1022.0045,1206.8018,633.1587,795.4811,523.3227,854.2024,243.2573,158.7302,242.7525,1571.3592,300.4191,455.276,575.9265,167.2118,474.2317,444.2351,301.8359,705.6793,484.3528,304.1649,492.3192,859.0328,168.6099,235.8406,168.6747,155.477,518.5018,487.0408,266.93,689.7611,246.1077,469.3273,1771.4693,388.5597,78.5815,1049.8146,1513.0309,184.5054,612.507,409.607,185.7305,345.3829,174.8192,334.001,716.0033,766.9779,311.1416,189.3204,548.904,461.1603,165.0535,660.6285,1346.8559,816.5663,232.3671,508.4739,404.814,531.8003,269.3157,432.356,376.4094,255.6008,211.1394,205.8244,382.9766,314.5511,507.4751,425.0258,250.0659,315.9385,177.6612,628.3422,215.1703,278.544,129.4363,307.7937,517.2018,200,260.0503,625,1391.3043,400,400.7085,228.1167,283.8002,67.7966,170.4724,328.0274,518.0268,731.7695,2652.7971,484.0882,205.6291,572.5756,277.0507,358.7444,285.409,162.1265,420.4944,482.1511,247.3684,189.0332,456.8024,402.5696,617.8976,249.3562,281.4039,737.2296,240.725,239.2817,541.4256,283.2777,399.592,169.5883,230.6713,176.6245,530.1915,358.4305,762.4833,262.8062,228.8566,72.0918,179.697,160.6782,364.5232,608.0771,570.3445,264.73,332.1275
ROBO4,524.9886,278.9809,232.5856,241.8333,133.4923,131.8591,80.215,362.306,166.5843,664.7537,186.174,259.901,201.7544,223.4432,151.6484,350.4075,248.9011,212.2186,304.3847,210.4064,289.8505,285.0877,165.2267,172.0311,312.2172,291.1668,181.8182,347.2117,46.817,231.0178,336.3286,397.0588,250.797,263.1579,232.8019,296.2138,499.7722,161.7874,141.581,180.4671,142.3671,205.3942,152.5858,264.9498,312.6581,238.3041,1611.9088,302.6129,256.7457,187.234,102.697,163.067,305.9072,391.1807,230.9634,141.0344,93.0657,271.0983,278.9539,162.6506,136.3958,478.3394,264.5372,282.167,148.1599,367.773,240.3046,401.1925,284.0585,203.9089,329.879,672.8936,160.7433,694.584,92.5764,180.6342,102.2237,108.0391,225.338,390.9619,239.0172,72.6774,147.2492,262.4538,259.5694,139.0728,904.9908,1404.222,402.7939,35.7488,214.6402,262.5821,158.4975,80.574,162.8007,248.0486,185.336,132.5486,203.8168,149.3497,213.6223,264.9502,283.9317,119.1081,228.3205,54.3616,229.9465,202.7864,108.3521,227.8199,148.7859,212.156,675,361.809,496.2871,759.058,200,133.0715,95.4907,87.6979,71.1864,243.2218,103.9694,389.7457,390.9543,1033.0132,77.1841,184.3203,498.3064,158.0882,208.2711,305.3544,124.4898,114.4048,308.7622,385.1974,135.6421,128.1033,142.6124,380.4508,253.2189,41.8719,261.85,130.0527,233.4456,264.2109,160.1494,80.242,153.2817,110.0859,194.4664,314.1875,357.3701,148.7061,119.7105,253.2909,42.5997,116.6008,570.0444,348.6074,281.3217,277.5836,142.7987,79.751
SDPR,268.4004,72.6115,50.7674,117.0161,72.7056,76.1671,60.9822,60.5525,49.4315,152.0803,47.8873,59.4059,51.3784,59.8291,50.5495,102.4447,89.011,12.8617,62.2348,140.9144,48.5695,127.193,61.4304,85.4606,208.1448,386.0414,76.0668,95.887,42.5609,124.3942,65.4685,511.2457,43.5707,29.2398,62.1558,34.5212,175.3986,47.7658,8.7576,30.7856,42.024,440.8714,28.1618,171.9104,123.7185,40.9357,115.3998,99.7048,88.3074,24.1135,40.0424,53.4557,75.1055,59.744,96.7606,99.4006,55.6569,140.6919,60.3985,30.1205,48.7633,439.0794,75.1322,231.9413,59.4622,26.2695,117.3318,269.1652,135.6784,26.5968,82.5796,338.9249,62.8996,1880.5137,6.9869,71.3477,54.4386,11.9098,24.0361,238.3914,41.2776,39.0812,30.7443,206.3462,448.5646,65.7157,946.3956,294.9365,168.9002,54.5894,83.1266,146.6083,88.4104,103.7528,42.7018,91.0668,38.6965,152.4895,74.0458,117.6941,79.257,149.5017,48.5673,55.7365,118.551,54.3616,115.8645,108.3591,136.5688,75.5801,54.517,129.5872,50,129.397,75.495,163.9493,27.2727,52.5282,9.2838,38.9769,25.4237,48.8615,90.268,226.7388,353.018,776.1104,47.922,111.5156,540.961,38.3987,71.2506,154.3393,23.2653,57.2024,263.7923,61.5132,96.2001,40.715,161.4561,388.8772,200.8584,42.4877,123.792,36.0281,81.7059,70.338,32.2166,66.9761,24.0522,34.3621,35.9684,176.7305,120.8908,91.8479,32.8508,239.8692,18.5691,202.8986,194.1865,817.3534,119.3208,115.4269,24.5499,221.4184
SH2D1B,5.2499,25.4777,14.1677,19.5027,9.5352,4.095,16.8874,13.1197,10.8749,38.7374,4.3978,28.4653,37.594,3.663,3.2967,48.8941,6.044,12.8617,14.71,18.9173,9.4006,7.6754,22.2421,8.879,10.181,10.9051,13.9147,20.1867,36.1768,53.3118,15.4044,6.0554,11.6897,8.7719,7.9107,17.8174,13.6674,24.6533,0,112.5265,5.1458,10.3734,10.2407,31.6428,6.0514,19.9805,4.7425,10.4952,12.2649,3.7825,4.7109,10.7991,15.6118,26.3158,19.3521,66.614,10.9489,4.0408,21.7933,4.5181,78.4452,7.6715,6.2985,5.079,14.8655,22.0476,4.5128,65.5877,9.815,7.6567,25.0374,32.7869,1.3978,7.8169,6.1135,18.6863,8.4682,1.7014,5.5083,37.3134,31.4496,11.9986,4.8544,8.3466,14.3541,0.5094,29.9445,8.1061,8.6934,2.4155,3.7221,6.5646,7.3294,4.415,1.3344,6.9384,2.0367,1.173,3.0534,4.8701,7.4303,5.814,1.2453,6.1081,5.4885,13.9064,2.6738,23.2198,1.1287,3.2391,7.9504,6.8807,0,2.5126,6.1881,2.7174,0,3.5019,0,7.3082,6.7797,4.3432,4.0298,8.1708,1.5807,39.0156,3.8168,7.458,8.5309,1.634,11.4599,7.1234,0.8163,1.5153,3.2452,2.9605,1.443,5.9583,6.424,5.8985,0,6.1576,5.9825,0.8787,1.7957,2.3643,8.8713,6.7947,4.892,1.5908,0.7905,7.2001,7.4231,12.1492,1.6704,3.0973,0,23.7154,4.0371,14.889,4.1303,4.3934,2.455,2.019
SHANK3,726.453,296.8153,546.6352,713.3106,263.4088,141.6871,146.8263,202.851,315.8675,711.6212,169.0714,230.198,471.1779,286.9353,329.6703,549.4761,201.6484,511.254,261.3861,186.4703,810.0147,384.8684,257.3723,300.7769,442.3077,159.2148,200.3711,255.3621,8.5122,148.6268,83.4403,449.827,125.3985,198.8304,336.7717,563.4744,627.3349,348.228,490.425,958.5987,879.9314,188.7967,115.7194,361.7674,408.1365,230.9942,165.4591,303.9248,447.6697,145.1537,210.1048,352.0518,555.6962,375.889,382.4148,397.082,841.2409,268.5269,168.7422,180.7229,166.7845,422.3827,234.8442,297.4041,416.2352,500.9968,507.1217,789.1823,311.1942,205.1179,595.627,858.9401,286.5425,727.5265,253.2751,309.7395,281.2663,116.9715,356.0341,256.2189,814.9386,126.157,333.3333,360.2944,358.8517,253.6933,775.2311,964.6232,752.1855,148.3092,405.7072,200.2188,287.2194,160.0442,293.575,323.5039,403.2587,167.7385,120.6107,272.7256,194.4272,243.3555,407.2178,94.6756,275.5214,73.3249,155.9715,187.3065,121.8962,150.0804,310.0652,290.1376,850,285.1759,365.099,1844.2029,387.8788,171.5922,306.366,140.0731,84.7458,178.0731,227.2819,268.0012,594.3349,1170.4682,95.4198,175.0866,803.4124,348.8562,218.2362,340.0214,110.2041,158.3483,463.6069,483.2237,152.4772,185.7001,138.3298,562.4605,509.4421,43.1034,378.7391,189.3673,366.7789,219.8802,206.3733,231.3427,103.5467,229.3987,164.8221,360.6611,212.6193,405.783,293.4298,735.4384,180.7755,91.5679,469.5196,309.0746,311.1519,219.2711,114.9755,198.1997
SHE,152.9029,45.8599,50.7674,51.6821,45.292,36.855,9.3819,26.744,34.6021,126.2554,45.9327,32.1782,37.594,35.409,39.5604,101.2806,40.1099,22.508,73.5502,66.0174,29.7684,70.1754,39.1884,55.4939,71.267,47.9826,35.2505,76.7096,70.2255,92.084,73.1707,73.5294,42.508,46.7836,57.6354,60.1336,112.5285,38.5208,18.9748,20.1699,60.8919,63.278,11.2647,67.0639,123.7185,43.8596,24.2392,58.1611,31.48,13.7116,31.0917,30.2376,86.0759,69.7013,47.9596,65.0528,31.4781,45.9177,26.7746,10.5422,32.5088,175.9928,58.0362,65.4628,29.7311,42.2188,47.384,170.3578,67.5505,29.0147,77.3085,237.5143,58.7063,352.3171,6.9869,30.5776,13.9121,14.0366,28.0421,126.0365,63.6855,22.626,9.7087,89.494,88.5167,25.4712,127.1719,306.7839,85.692,33.8164,58.3127,74.3982,33.4402,36.4238,10.6755,55.5074,6.11,90.3207,38.1679,61.6879,48.2972,55.6478,59.7751,27.4865,53.787,40.4551,71.3012,66.5635,47.4041,53.9858,34.0731,75.6881,25,41.4573,66.8317,235.5072,33.3333,36.1861,3.9788,13.3983,6.7797,19.5446,24.1789,70.6772,115.3895,337.3349,16.9635,19.1778,286.0369,11.4379,22.4215,57.4617,13.0612,28.4118,88.0853,67.1053,37.037,19.861,67.666,185.3802,51.9313,14.1626,88.8173,24.6046,46.2402,36.6467,14.4741,17.1485,13.4529,13.6812,27.668,108.002,60.9756,47.1389,23.9421,98.4255,8.7384,46.1133,64.998,188.936,54.6122,52.7209,29.0507,47.4468
